Name,Size,Type,Tag,Alignment,CR,[PH],Spellcaster,Legendary,Lair,Unique,Familiar,Template,Arctic,Coastal,Desert,Forest,Grassland,Hill,Mountain,Swamp,Underdark,Underwater,Urban,Other Plane,Source,Page
Zombie Raven,Tiny,Undead,,Chaotic Evil,0,,,,,,,,x,x,x,x,x,x,x,x,x,,x,,Fifth Edition Foes,252
Ancient Amethyst Dragon,Gargantuan,Dragon,Gem,Neutral,23,,x,x,x,,,,,ø,,,ø,ø,ø,,,,,,Fizban's Treasury of Dragons,160
Adult Amethyst Dragon,Huge,Dragon,Gem,Neutral,16,,x,x,x,,,,,ø,,,ø,ø,ø,,,,,,Fizban's Treasury of Dragons,161
Young Amethyst Dragon,Large,Dragon,Gem,Neutral,9,,x,,,,,,,ø,,,ø,ø,ø,,,,,,Fizban's Treasury of Dragons,161
Amethyst Dragon Wyrmling,Medium,Dragon,Gem,Neutral,4,,,,,,,,,ø,,,ø,ø,ø,,,,,,Fizban's Treasury of Dragons,162
Animated Breath,Large,Elemental,,Neutral Evil,6,,,,,,,,ø,ø,ø,ø,ø,ø,ø,ø,ø,,,,Fizban's Treasury of Dragons,163
Aspect of Bahamut,Gargantuan,Dragon,Metallic,Lawful Good,30,,,x,,x,,,ø,ø,ø,ø,ø,ø,ø,ø,ø,,ø,,Fizban's Treasury of Dragons,164
Aspect of Tiamat,Gargantuan,Dragon,Chromatic,Chaotic Evil,30,,,x,,x,,,ø,ø,ø,ø,ø,ø,ø,ø,ø,,,,Fizban's Treasury of Dragons,166
Chromatic Greatwyrm,Gargantuan,Dragon,Chromatic,Chaotic Evil,27,,,x,,,,,ø,ø,ø,ø,ø,ø,ø,ø,ø,,,,Fizban's Treasury of Dragons,168
Ancient Crystal Dragon,Gargantuan,Dragon,Gem,Chaotic Neutral,19,,x,x,x,,,,ø,,,,,,,,,,,,Fizban's Treasury of Dragons,170
Adult Crystal Dragon,Huge,Dragon,Gem,Chaotic Neutral,12,,x,x,x,,,,ø,,,,,,,,,,,,Fizban's Treasury of Dragons,171
Young Crystal Dragon,Large,Dragon,Gem,Chaotic Neutral,5,,x,,,,,,ø,,,,,,,,,,,,Fizban's Treasury of Dragons,172
Crystal Dragon Wyrmling,Medium,Dragon,Gem,Chaotic Neutral,2,,,,,,,,ø,,,,,,,,,,,,Fizban's Treasury of Dragons,172
Ancient Deep Dragon,Gargantuan,Dragon,,Neutral Evil,18,,,x,x,,,,,,,,,,,,ø,,,,Fizban's Treasury of Dragons,173
Adult Deep Dragon,Huge,Dragon,,Neutral Evil,11,,,x,x,,,,,,,,,,,,ø,,,,Fizban's Treasury of Dragons,174
Young Deep Dragon,Large,Dragon,,Neutral Evil,5,,,,,,,,,,,,,,,,ø,,,,Fizban's Treasury of Dragons,175
Deep Dragon Wyrmling,Medium,Dragon,,Neutral Evil,1,,,,,,,,,,,,,,,,ø,,,,Fizban's Treasury of Dragons,175
Dracohydra,Huge,Monstrosity,,Chaotic Evil,11,,,,,,,,,,,,,,,,,,,,Fizban's Treasury of Dragons,176
Draconian Dreadnought,Large,Monstrosity,,Any,4,,,,,,,,,,,,,,,,,,,,Fizban's Treasury of Dragons,177
Draconian Footsoldier,Medium,Monstrosity,,Any,1/2,,,,,,,,,,,,,,,,,,,,Fizban's Treasury of Dragons,178
Draconian Infiltrator,Medium,Monstrosity,,Any,3,,,,,,,,,,,,,,,,,,,,Fizban's Treasury of Dragons,178
Draconian Mage,Medium,Monstrosity,,Any,2,,x,,,,,,,,,,,,,,,,,,Fizban's Treasury of Dragons,179
Draconian Mastermind,Medium,Monstrosity,,Any,6,,x,,,,,,,,,,,,,,,,,,Fizban's Treasury of Dragons,180
Draconic Shard,Huge,Undead,,Neutral,17,,,x,,,,,,,,,,,,,,,,,Fizban's Treasury of Dragons,181
Dragonblood Ooze,Large,Ooze,,Unaligned,5,,,,,,,,,,,,,,,,,ø,ø,,Fizban's Treasury of Dragons,182
Dragonbone Golem,Large,Construct,,Unaligned,11,,,,,,,,,,,,,,,,,,,,Fizban's Treasury of Dragons,183
Dragonborn of Bahamut,Medium,Humanoid,,Lawful Good,8,,,,,,,,,,,,,,,,,,ø,,Fizban's Treasury of Dragons,184
Dragonborn of Sardior,Medium,Humanoid,,Neutral,6,,x,,,,,,,,,,,,,,,,ø,,Fizban's Treasury of Dragons,185
Dragonborn of Tiamat,Medium,Humanoid,,Chaotic Evil,7,,,,,,,,,,,,,,,,,,ø,,Fizban's Treasury of Dragons,185
Dragonflesh Grafter,Large,Monstrosity,,Neutral Evil,3,,,,,,,,,,,,,,,,,,,,Fizban's Treasury of Dragons,186
Dragonflesh Abomination,Huge,Monstrosity,,Neutral Evil,6,,,,,,,,,,,,,,,,,,,,Fizban's Treasury of Dragons,187
Dragon Blessed,Medium,Humanoid,,Any,5,,x,,,,,,,,,,,,,,,,ø,,Fizban's Treasury of Dragons,188
Dragon Chosen,Medium,Humanoid,,Any,3,,,,,,,,,,,,,,,,,,ø,,Fizban's Treasury of Dragons,189
Dragon Speaker,Small,Humanoid,,Any,2,,x,,,,,,,,,,,,,,,,ø,,Fizban's Treasury of Dragons,189
Dragonnel,Large,Dragon,,Neutral,2,,,,,,,,,,,,,,,,,,,,Fizban's Treasury of Dragons,190
Ancient Dragon Turtle,Gargantuan,Dragon,,Neutral,24,,,x,,,,,,,,,,,,,,ø,,,Fizban's Treasury of Dragons,191
Young Dragon Turtle,Huge,Dragon,,Neutral,10,,,,,,,,,,,,,,,,,ø,,,Fizban's Treasury of Dragons,192
Dragon Turtle Wyrmling,Large,Dragon,,Neutral,4,,,,,,,,,,,,,,,,,ø,,,Fizban's Treasury of Dragons,192
Egg Hunter Hatchling,Tiny,Monstrosity,,Unaligned,2,,,,,,,,,,,,,,,,,,,,Fizban's Treasury of Dragons,193
Egg Hunter Adult,Small,Monstrosity,,Unaligned,5,,,,,,,,,,,,,,,,,,,,Fizban's Treasury of Dragons,193
Elder Brain Dragon,Gargantuan,Aberration,,Lawful Evil,22,,,x,,,,,,,,,,,,,ø,,,,Fizban's Treasury of Dragons,194
Ancient Emerald Dragon,Gargantuan,Dragon,Gem,Lawful Neutral,21,,x,x,x,,,,,,,,,,ø,,ø,,,,Fizban's Treasury of Dragons,195
Adult Emerald Dragon,Huge,Dragon,Gem,Lawful Neutral,14,,x,x,x,,,,,,,,,,ø,,ø,,,,Fizban's Treasury of Dragons,196
Young Emerald Dragon,Large,Dragon,Gem,Lawful Neutral,8,,x,,,,,,,,,,,,ø,,ø,,,,Fizban's Treasury of Dragons,197
Emerald Dragon Wyrmling,Medium,Dragon,Gem,Lawful Neutral,2,,x,,,,,,,,,,,,ø,,ø,,,,Fizban's Treasury of Dragons,197
Eyedrake,Large,Aberration,,Lawful Evil,8,,,,,,,,,,,,,,,,ø,,,,Fizban's Treasury of Dragons,199
Gem Greatwyrm,Gargantuan,Dragon,Gem,Neutral,26,,x,x,,,,,,,,,,,,,,,,,Fizban's Treasury of Dragons,201
Gem Stalker,Large,Monstrosity,,Neutral,5,,,,,,,,,,,,,,,ø,,,,,Fizban's Treasury of Dragons,202
Ghost Dragon,Huge,Undead,,Any,17,,,,,,,,,,,,,,,,,,,,Fizban's Treasury of Dragons,203
Hoard Mimic,Huge,Monstrosity,,Neutral,8,,,,,,,,,,,,,,,,,,,,Fizban's Treasury of Dragons,204
Hoard Scarab,Tiny,Monstrosity,,Unaligned,1/8,,,,,,,,,,,,,,,,,,,,Fizban's Treasury of Dragons,205
Swarm of Hoard Scarabs,Medium,Monstrosity,,Unaligned,2,,,,,,,,,,,,,,,,,,,,Fizban's Treasury of Dragons,205
Hollow Dragon,Huge,Undead,,Any,18,,,x,,,,,,,,,,,,,,,,,Fizban's Treasury of Dragons,206
Liondrake,Large,Monstrosity,,Neutral,7,,,,,,,,,,,,,,,,,,,,Fizban's Treasury of Dragons,207
Metallic Greatwyrm,Gargantuan,Dragon,Metallic,Lawful Good,28,,,x,,,,,,,,,,,,,,,,,Fizban's Treasury of Dragons,209
Metallic Peacekeeper,Medium,Construct,,Neutral Good,4,,,,,,,,,,,,,,,,,,,,Fizban's Treasury of Dragons,210
Metallic Warbler,Tiny,Construct,,Neutral Good,1/4,,,,,,,,,,,,,,,,,,,,Fizban's Treasury of Dragons,210
Ancient Moonstone Dragon,Gargantuan,Dragon,,Neutral,21,,x,x,x,,,,,,,ø,ø,,ø,,,,,ø,Fizban's Treasury of Dragons,211
Adult Moonstone Dragon,Huge,Dragon,,Neutral,15,,x,x,x,,,,,,,ø,ø,,ø,,,,,ø,Fizban's Treasury of Dragons,212
Young Moonstone Dragon,Large,Dragon,,Neutral,8,,x,,,,,,,,,ø,ø,,ø,,,,,ø,Fizban's Treasury of Dragons,213
Moonstone Dragon Wyrmling,Medium,Dragon,,Neutral,2,,,,,,,,,,,ø,ø,,ø,,,,,ø,Fizban's Treasury of Dragons,213
Ancient Sapphire Dragon,Gargantuan,Dragon,Gem,Lawful Neutral,22,,x,x,x,,,,,,,,,,,,ø,,,,Fizban's Treasury of Dragons,214
Adult Sapphire Dragon,Huge,Dragon,Gem,Lawful Neutral,15,,x,x,x,,,,,,,,,,,,ø,,,,Fizban's Treasury of Dragons,215
Young Sapphire Dragon,Large,Dragon,Gem,Lawful Neutral,9,,x,,,,,,,,,,,,,,ø,,,,Fizban's Treasury of Dragons,216
Sapphire Dragon Wyrmling,Medium,Dragon,Gem,Lawful Neutral,3,,x,,,,,,,,,,,,,,ø,,,,Fizban's Treasury of Dragons,216
Ancient Sea Serpent,Gargantuan,Dragon,,Neutral,14,,,x,,,,,,,,,,,,,,ø,,,Fizban's Treasury of Dragons,219
Young Sea Serpent,Huge,Dragon,,Neutral,8,,,,,,,,,,,,,,,,,ø,,,Fizban's Treasury of Dragons,219
Ancient Topaz Dragon,Gargantuan,Dragon,Gem,Chaotic Neutral,20,,x,x,x,,,,,ø,,,,,,ø,,ø,,,Fizban's Treasury of Dragons,220
Adult Topaz Dragon,Huge,Dragon,Gem,Chaotic Neutral,13,,x,x,x,,,,,ø,,,,,,ø,,ø,,,Fizban's Treasury of Dragons,221
Young Topaz Dragon,Large,Dragon,Gem,Chaotic Neutral,7,,x,,,,,,,ø,,,,,,ø,,ø,,,Fizban's Treasury of Dragons,223
Topaz Dragon Wyrmling,Medium,Dragon,Gem,Chaotic Neutral,2,,x,,,,,,,ø,,,,,,ø,,ø,,,Fizban's Treasury of Dragons,223
Bullywug Croaker,Medium,Humanoid,Bullywug,Neutral Evil,2,,,,,,,,,,,,,,,x,,,,,Ghosts of Saltmarsh,232
Bullywug Royal,Medium,Humanoid,Bullywug,Neutral Evil,3,,,,,,,,,,,,,,,x,,,,,Ghosts of Saltmarsh,232
Drowned Ascetic,Medium,Undead,,Chaotic Evil,3,,,,,,,,,ø,,,,,,,,x,,,Ghosts of Saltmarsh,233
Drowned Assassin,Medium,Undead,,Chaotic Evil,4,,,,,,,,,ø,,,,,,,,x,,,Ghosts of Saltmarsh,234
Drowned Blade,Medium,Undead,,Chaotic Evil,2,,,,,,,,,ø,,,,,,,,x,,,Ghosts of Saltmarsh,235
Drowned Master,Medium,Undead,,Chaotic Evil,9,,,,,,,,,ø,,,,,,,,x,,,Ghosts of Saltmarsh,235
Fathomer,Medium,Humanoid,Human,Neutral Evil,2,,x,,,,,,,ø,,,,,,,,x,,,Ghosts of Saltmarsh,236
Giant Coral Snake,Large,Beast,,Unaligned,4,,,,,,,,,ø,,,,,,,ø,x,,,Ghosts of Saltmarsh,236
Giant Sea Eel,Large,Beast,,Unaligned,1/2,,,,,,,,,,,,,,,,,x,,,Ghosts of Saltmarsh,237
Harpy Matriarch,Medium,Monstrosity,,Chaotic Evil,5,,,,,,,,,x,,,,,,,,,,,Ghosts of Saltmarsh,237
Juvenile Kraken,Huge,Monstrosity,Titan,Chaotic Evil,14,,,x,,,,,,,,,,,,,,x,,,Ghosts of Saltmarsh,238
Koalinth,Medium,Humanoid,Goblinoid,Lawful Evil,1/2,,,,,,,,,x,,,,,,,,x,,,Ghosts of Saltmarsh,238
Koalinth Sergeant,Medium,Humanoid,Goblinoid,Lawful Evil,2,,,,,,,,,x,,,,,,,,x,,,Ghosts of Saltmarsh,239
Kysh,Medium,Humanoid,Triton,Lawful Good,1,,x,,,x,,,,,,,,,,,,,,,Ghosts of Saltmarsh,240
Living Iron Statue,Medium,Construct,,Unaligned,5,,,,,,,,,,,,,,,,,,,,Ghosts of Saltmarsh,241
Lizardfolk Commoner,Medium,Humanoid,Lizardfolk,Neutral,1/4,,,,,,,,,,,x,,,,x,,,,,Ghosts of Saltmarsh,241
Lizardfolk Render,Large,Humanoid,Lizardfolk,Neutral,3,,,,,,,,,,,x,,,,x,,,,,Ghosts of Saltmarsh,241
Lizardfolk Scaleshield,Medium,Humanoid,Lizardfolk,Neutral,1,,,,,,,,,,,x,,,,x,,,,,Ghosts of Saltmarsh,242
Lizardfolk Subchief,Medium,Humanoid,Lizardfolk,Neutral,3,,x,,,,,,,,,x,,,,x,,,,,Ghosts of Saltmarsh,242
Locathah,Medium,Humanoid,Locathah,Neutral,1/2,,,,,,,,,x,,,,,,,,x,,,Ghosts of Saltmarsh,243
Locathah Hunter,Medium,Humanoid,Locathah,Neutral,2,,,,,,,,,x,,,,,,,,x,,,Ghosts of Saltmarsh,243
Maw of Sekolah,Huge,Monstrosity,,Neutral Evil,7,,,x,,x,,,,,,,,,,,,x,,,Ghosts of Saltmarsh,244
Merfolk Salvager,Medium,Humanoid,Merfolk,Neutral,1,,,,,,,,,ø,,,,,,,,x,,,Ghosts of Saltmarsh,244
Minotaur Living Crystal Statue,Large,Construct,,Unaligned,6,,,,,x,,,,,,,,,,,,,,,Ghosts of Saltmarsh,245
Monstrous Peryton,Large,Monstrosity,,Chaotic Evil,11,,,x,,,,,,x,,,,x,x,,,,,,Ghosts of Saltmarsh,245
Mr. Dory,Medium,Aberration,,Chaotic Evil,10,,x,,,x,,,,,,,,,,,,,,,Ghosts of Saltmarsh,246
Oceanus (Sea Elf),Medium,Humanoid,Elf,Neutral Good,1/2,,,,,x,,,,,,,,,,,,,,,Ghosts of Saltmarsh,246
Pirate Bosun,Medium,Humanoid,Any Race,Any,1/2,,,,,,,,,ø,,,,,,,,ø,ø,,Ghosts of Saltmarsh,247
Pirate Captain,Medium,Humanoid,Any Race,Any,2,,,,,,,,,ø,,,,,,,,ø,ø,,Ghosts of Saltmarsh,247
Pirate Deck Wizard,Medium,Humanoid,Any Race,Any,1,,x,,,,,,,ø,,,,,,,,ø,ø,,Ghosts of Saltmarsh,248
Pirate First Mate,Medium,Humanoid,Any Race,Any,1,,,,,,,,,ø,,,,,,,,ø,ø,,Ghosts of Saltmarsh,248
Rip Tide Priest,Medium,Humanoid,Human,Neutral Evil,2,,x,,,,,,,ø,,,,,,,,ø,ø,,Ghosts of Saltmarsh,248
Sahuagin Blademaster,Medium,Humanoid,Sahuagin,Lawful Evil,6,,,,,,,,,x,,,,,,,,x,,,Ghosts of Saltmarsh,249
Sahuagin Champion,Medium,Humanoid,Sahuagin,Lawful Evil,3,,,,,,,,,x,,,,,,,,x,,,Ghosts of Saltmarsh,249
Sahuagin Coral Smasher,Medium,Humanoid,Sahuagin,Lawful Evil,1,,,,,,,,,x,,,,,,,,x,,,Ghosts of Saltmarsh,249
Sahuagin Deep Diver,Medium,Humanoid,Sahuagin,Lawful Evil,4,,,,,,,,,x,,,,,,,,x,,,Ghosts of Saltmarsh,250
Sahuagin Hatchling Swarm,Large,Beast,Swarm,Chaotic Evil,3,,,,,,,,,x,,,,,,,,x,,,Ghosts of Saltmarsh,250
Sahuagin High Priestess,Medium,Humanoid,Sahuagin,Lawful Evil,5,,x,,,,,,,x,,,,,,,,x,,,Ghosts of Saltmarsh,251
Sahuagin Wave Shaper,Medium,Humanoid,Sahuagin,Lawful Evil,5,,x,,,,,,,x,,,,,,,,x,,,Ghosts of Saltmarsh,251
Sanbalet,Medium,Humanoid,Human,Neutral Evil,1,,x,,,x,,,,,,,,,,,,,,,Ghosts of Saltmarsh,252
Sea Lion,Large,Beast,,Unaligned,1/2,,,,,,,,,x,,,,,,,,x,,,Ghosts of Saltmarsh,252
Shell Shark,Medium,Monstrosity,,Unaligned,2,,,,,,,,,,,,,,,,,x,,,Ghosts of Saltmarsh,252
Skeletal Alchemist,Medium,Undead,,Lawful Evil,1/2,,,,,,,,,,,,,,,,,,,,Ghosts of Saltmarsh,253
Skeletal Juggernaut,Large,Undead,,Lawful Evil,5,,,,,,,,,,,,,,,,,,,,Ghosts of Saltmarsh,253
Skeletal Swarm,Large,Undead,Swarm,Lawful Evil,2,,,,,,,,,,,,,,,,,,,,Ghosts of Saltmarsh,254
Skum,Medium,Aberration,,Lawful Evil,5,,,,,,,,,ø,,,,,,,,ø,,,Ghosts of Saltmarsh,254
Thousand Teeth,Large,Monstrosity,,Neutral Evil,6,,,x,,x,,,,ø,,,,,,ø,,,,,Ghosts of Saltmarsh,256
Vampiric Jade Statue,Large,Construct,,Unaligned,8,,,x,,x,,,,,,,,,,,,,,,Ghosts of Saltmarsh,256
Battleforce Angel,Medium,Celestial,Angel,Lawful Good,5,,,,,,,,,,,,,,,,,,ø,ø,Guildmaster's Guide to Ravnica,189
Firemane Angel,Medium,Celestial,Angel,Chaotic Good,12,,x,,,,,,,,,,,,,,,,ø,ø,Guildmaster's Guide to Ravnica,190
Deathpact Angel,Medium,Celestial,Angel,Lawful Neutral,14,,x,,,,,,,,,,,,,,,,ø,ø,Guildmaster's Guide to Ravnica,191
Archon of the Triumvirate,Medium,Celestial,,Lawful Neutral,14,,x,x,,,,,,,,,,,,,,,ø,,Guildmaster's Guide to Ravnica,192
Arclight Phoenix,Medium,Elemental,,Chaotic Neutral,12,,,,,,,,,,,,,,,,,,ø,ø,Guildmaster's Guide to Ravnica,193
Conclave Dryad,Medium,Fey,,Lawful Good,9,,x,,,,,,,,,ø,ø,,,,,,ø,,Guildmaster's Guide to Ravnica,194
Cackler,Small,Fiend,Demon,Chaotic Evil,1/2,,x,,,,,,,,,,,,,,ø,,ø,ø,Guildmaster's Guide to Ravnica,195
Master of Cruelties,Large,Fiend,Demon,Chaotic Evil,9,,x,,,,,,,,,,,,,,ø,,ø,ø,Guildmaster's Guide to Ravnica,196
Sire of Insanity,Huge,Fiend,Demon,Chaotic Evil,12,,x,,,,,,,,,,,,,,ø,,ø,ø,Guildmaster's Guide to Ravnica,197
Devkarin Lich,Medium,Undead,,Neutral Evil,14,,x,x,,,,,,,,,,,,ø,ø,,ø,,Guildmaster's Guide to Ravnica,198
Felidar,Large,Celestial,,Lawful Neutral,5,,,,,,,,,,,,,,,,,,ø,,Guildmaster's Guide to Ravnica,199
Bloodfray Giant,Huge,Giant,,Chaotic Evil,6,,,,,,,,,,,,,,,,ø,,ø,,Guildmaster's Guide to Ravnica,200
Guardian Giant,Huge,Giant,,Lawful Neutral,8,,,,,,,,,,,,,,,,,,ø,,Guildmaster's Guide to Ravnica,201
Orzhov Giant,Large,Giant,,Lawful Neutral,6,,,,,,,,,,,,,,,,,,ø,,Guildmaster's Guide to Ravnica,202
Sunder Shaman,Huge,Giant,,Chaotic Neutral,10,,,,,,,,,,,ø,ø,ø,,,,,ø,,Guildmaster's Guide to Ravnica,202
Flying Horror,Medium,Aberration,,Neutral Evil,3,,,,,,,,,,,,,,,,ø,,ø,,Guildmaster's Guide to Ravnica,203
Shadow Horror,Large,Aberration,,Neutral Evil,9,,,,,,,,,,,,,,,,ø,,ø,,Guildmaster's Guide to Ravnica,205
Skittering Horro,Huge,Aberration,,Neutral Evil,15,,,,,,,,,,,,,,,,ø,,ø,,Guildmaster's Guide to Ravnica,205
Indentured Spirit,Medium,Undead,,Any,1,,,,,,,,,,,,,,,,,,ø,,Guildmaster's Guide to Ravnica,206
Blistercoil Weird,Medium,Elemental,Weird,Chaotic Neutral,4,,,,,,,,,,,,,,,,,,ø,ø,Guildmaster's Guide to Ravnica,207
Fluxcharger,Large,Elemental,Weird,Chaotic Neutral,7,,,,,,,,,,,,,,,,,,ø,ø,Guildmaster's Guide to Ravnica,208
Galvanice Weird,Medium,Elemental,Weird,Chaotic Neutral,1,,,,,,,,,,,,,,,,,,ø,ø,Guildmaster's Guide to Ravnica,209
Category 1 Krasis,Medium,Monstrosity,,Unaligned,1,,,,,,,,,ø,,,,,,ø,ø,ø,ø,,Guildmaster's Guide to Ravnica,210
Category 2 Krasis,Large,Monstrosity,,Unaligned,6,,,,,,,,,ø,,,,,,ø,ø,ø,ø,,Guildmaster's Guide to Ravnica,211
Category 3 Krasis,Huge,Monstrosity,,Unaligned,16,,,,,,,,,ø,,,,,,ø,ø,ø,ø,,Guildmaster's Guide to Ravnica,212
Kraul Warrior,Medium,Humanoid,Kraul,Neutral Evil,1/2,,,,,,,,,,,,,,,,ø,,,,Guildmaster's Guide to Ravnica,213
Kraul Death Priest,Medium,Humanoid,Kraul,Neutral Evil,4,,x,,,,,,,,,,,,,,ø,,,,Guildmaster's Guide to Ravnica,214
Gloamwing,Large,Undead,,Neutral Evil,8,,,,,,,,,,,,,,,,,,ø,ø,Guildmaster's Guide to Ravnica,215
Nightveil Specter,Medium,Undead,,Neutral Evil,10,,,,,,,,,,,,,,,,ø,,ø,,Guildmaster's Guide to Ravnica,215
Nivix Cyclops,Large,Giant,,Unaligned,8,,,,,,,,,,,,,,,,,,ø,,Guildmaster's Guide to Ravnica,216
Hybrid Brute,Medium,Humanoid,Simic Hybrid,Neutral Good,2,,,,,,,,,ø,,,,,,,,ø,ø,,Guildmaster's Guide to Ravnica,217
Hybrid Flier,Medium,Humanoid,Simic Hybrid,Neutral Good,2,,,,,,,,,ø,,,,,,,,ø,ø,,Guildmaster's Guide to Ravnica,217
Hybrid Poisoner,Medium,Humanoid,Simic Hybrid,Neutral Good,1,,,,,,,,,ø,,,,,,,,ø,ø,,Guildmaster's Guide to Ravnica,217
Hybrid Shocker,Medium,Humanoid,Simic Hybrid,Neutral Good,1,,,,,,,,,ø,,,,,,,,ø,ø,,Guildmaster's Guide to Ravnica,218
Hybrid Spy,Medium,Humanoid,Simic Hybrid,Neutral Good,1/2,,,,,,,,,ø,,,,,,,,ø,ø,,Guildmaster's Guide to Ravnica,218
Skyjek Roc,Large,Monstrosity,,Unaligned,2,,,,,,,,,,,,,,,,,,ø,,Guildmaster's Guide to Ravnica,219
Skyswimmer,Gargantuan,Monstrosity,,Unaligned,13,,,,,,,,,,,,,,,,,,ø,,Guildmaster's Guide to Ravnica,220
Servitor Thrull,Small,Construct,,Unaligned,1/4,,,,,,,,,,,,,,,,,,ø,,Guildmaster's Guide to Ravnica,221
Winged Thrull,Small,Construct,,Unaligned,1/2,,,,,,,,,,,,,,,,,,ø,,Guildmaster's Guide to Ravnica,221
Undercity Medusa,Medium,Monstrosity,,Neutral Evil,6,,x,,,,,,,,,,,,,,ø,,ø,,Guildmaster's Guide to Ravnica,222
Blood Drinker Vampire,Medium,Undead,,Lawful Neutral,8,,,,,,,,,,,,,,,,,,ø,,Guildmaster's Guide to Ravnica,223
Mind Drinker Vampire,Medium,Undead,,Neutral Evil,4,,x,,,,,,,,,,,,,,,,ø,,Guildmaster's Guide to Ravnica,224
Wurm,Huge,Monstrosity,,Unaligned,14,,,,,,,,,,,,,,ø,,ø,,ø,,Guildmaster's Guide to Ravnica,225
Soldier,Medium,Humanoid,Any Race,Any,1/2,,,,,,,,,,,,,,,,,,ø,,Guildmaster's Guide to Ravnica,226
Isperia,Gargantuan,Monstrosity,,Lawful Neutral,21,,x,x,,x,,,,,,,,,,,,,ø,,Guildmaster's Guide to Ravnica,227
Lawmage,Medium,Humanoid,Any Race,Lawful Neutral,6,,x,,,,,,,,,,,,,,,,ø,,Guildmaster's Guide to Ravnica,228
Precognitive Mage,Medium,Humanoid,Any Race,Lawful Neutral,3,,x,,,,,,,,,,,,,,,,ø,,Guildmaster's Guide to Ravnica,228
Aurelia,Medium,Celestial,Angel,Lawful Good,23,,,x,,x,,,,,,,,,,,,,ø,ø,Guildmaster's Guide to Ravnica,230
Firefist,Medium,Humanoid,Any Race,Lawful Good,7,,x,,,,,,,,,,,,,,,,ø,,Guildmaster's Guide to Ravnica,231
Frontline Medic,Medium,Humanoid,Any Race,Lawful Good,1/4,,x,,,,,,,,,,,,,,,,ø,,Guildmaster's Guide to Ravnica,231
Reckoner,Medium,Humanoid,Any Race,Lawful Good,4,,x,,,,,,,,,,,,,,,,ø,,Guildmaster's Guide to Ravnica,231
Lazav,Medium,Monstrosity,Shapechanger,Neutral Evil,17,,x,x,,x,,,,,,,,,,,ø,,ø,,Guildmaster's Guide to Ravnica,232
Mind Mage,Medium,Humanoid,Any Race,Neutral Evil,5,,x,,,,,,,,,,,,,,ø,,ø,,Guildmaster's Guide to Ravnica,233
Thought Spy,Medium,Humanoid,Any Race,Neutral Evil,1,,x,,,,,,,,,,,,,,ø,,ø,,Guildmaster's Guide to Ravnica,233
Jarod Vod Savo,Medium,Undead,,Neutral Evil,22,,x,x,x,x,,,,,,,,,,ø,ø,,ø,,Guildmaster's Guide to Ravnica,235
Golgari Shaman,Medium,Humanoid,Elf,Neutral Evil,5,,x,,,,,,,,,,,,,ø,ø,,ø,,Guildmaster's Guide to Ravnica,236
Borborygmos,Huge,Giant,,Chaotic Neutral,18,,,x,,x,,,,,,ø,ø,ø,,,,,ø,,Guildmaster's Guide to Ravnica,238
Anarch,Small,Humanoid,Any Race,Chaotic Neutral,1/4,,,,,,,,,,,ø,ø,ø,,,,,ø,,Guildmaster's Guide to Ravnica,239
Druid of the Old Ways,Medium,Humanoid,Any Race,Chaotic Neutral,7,,x,,,,,,,,,ø,ø,ø,,,,,ø,,Guildmaster's Guide to Ravnica,239
Rubblebelt Stalker,Medium,Humanoid,Any Race,Chaotic Neutral,1/2,,,,,,,,,,,ø,ø,ø,,,,,ø,,Guildmaster's Guide to Ravnica,239
Niv-Mizzet,Gargantuan,Dragon,,Chaotic Neutral,26,,x,x,,x,,,,,,,,,,,,,ø,,Guildmaster's Guide to Ravnica,241
Curse of Strahdmotronic Blastseeker,Medium,Humanoid,Any Race,Chaotic Neutral,4,,x,,,,,,,,,,,,,,,,ø,,Guildmaster's Guide to Ravnica,242
Counterflux Blastseeker,Medium,Humanoid,Any Race,Chaotic Neutral,2,,x,,,,,,,,,,,,,,,,ø,,Guildmaster's Guide to Ravnica,242
Flux Blastseeker,Medium,Humanoid,Any Race,Chaotic Neutral,5,,x,,,,,,,,,,,,,,,,ø,,Guildmaster's Guide to Ravnica,242
Galvanic Blastseeker,Medium,Humanoid,Any Race,Chaotic Neutral,5,,x,,,,,,,,,,,,,,,,ø,,Guildmaster's Guide to Ravnica,243
Scorchbringer Guard,Medium,Humanoid,Any Race,Chaotic Neutral,1/2,,,,,,,,,,,,,,,,,,ø,,Guildmaster's Guide to Ravnica,243
Obzedat Ghost,Medium,Undead,,Lawful Neutral,8,,x,x,,,,,,,,,,,,,,,ø,ø,Guildmaster's Guide to Ravnica,245
Rakdos,Huge,Fiend,Demon,Chaotic Evil,24,,x,x,x,x,,,,,,,,,,,ø,,,ø,Guildmaster's Guide to Ravnica,247
Blood Witch,Medium,Humanoid,Any Race,Chaotic Evil,7,,x,,,,,,,,,,,,,,ø,,ø,,Guildmaster's Guide to Ravnica,248
Rakdos Lampooner,Medium,Humanoid,Any Race,Chaotic Evil,2,,x,,,,,,,,,,,,,,ø,,ø,,Guildmaster's Guide to Ravnica,248
Rakdos Performer,Medium,Humanoid,Any Race,Chaotic Evil,1,,,,,,,,,,,,,,,,ø,,ø,,Guildmaster's Guide to Ravnica,248
Trostani,Large,Fey,,Neutral Good,18,,x,x,,x,,,,,,ø,,,,,,,,,Guildmaster's Guide to Ravnica,252
